Fecha,BONOM10,UDIBONOS10,Cierre
12/07/22 0:00,9.06,2.75,6.31
13/07/22 0:00,9.02,2.75,6.27
14/07/22 0:00,9.01,2.75,6.26
15/07/22 0:00,9.03,2.75,6.28
18/07/22 0:00,9.09,2.75,6.34
19/07/22 0:00,9.13,2.75,6.38
20/07/22 0:00,9.12,2.75,6.37
21/07/22 0:00,9.08,2.75,6.33
22/07/22 0:00,8.83,2.75,6.08
25/07/22 0:00,8.77,2.75,6.02
26/07/22 0:00,8.8,2.75,6.05
27/07/22 0:00,8.804,2.75,6.054
28/07/22 0:00,8.63,2.75,5.88
29/07/22 0:00,8.53,2.75,5.78
01/08/22 0:00,8.4,2.75,5.65
02/08/22 0:00,8.55,2.75,5.8
03/08/22 0:00,8.42,2.75,5.67
04/08/22 0:00,8.41,2.75,5.66
05/08/22 0:00,8.43,2.75,5.68
08/08/22 0:00,8.382,2.75,5.632
09/08/22 0:00,8.44,2.75,5.69
10/08/22 0:00,8.44,2.75,5.69
11/08/22 0:00,8.49,2.75,5.74
12/08/22 0:00,8.49,2.75,5.74
15/08/22 0:00,8.44,2.75,5.69
16/08/22 0:00,8.48,2.75,5.73
17/08/22 0:00,8.59,2.75,5.84
18/08/22 0:00,8.705,2.75,5.955
19/08/22 0:00,8.83,2.75,6.08
22/08/22 0:00,8.895,2.75,6.145
23/08/22 0:00,8.89,2.75,6.14
24/08/22 0:00,8.92,2.75,6.17
25/08/22 0:00,8.83,2.75,6.08
26/08/22 0:00,8.89,2.75,6.14
29/08/22 0:00,8.99,2.75,6.24
30/08/22 0:00,9.09,2.75,6.34
31/08/22 0:00,9.02,2.75,6.27
01/09/22 0:00,9.1,2.75,6.35
02/09/22 0:00,8.95,2.75,6.2
05/09/22 0:00,8.97,2.75,6.22
06/09/22 0:00,9.06,2.75,6.31
07/09/22 0:00,9,2.75,6.25
08/09/22 0:00,8.96,2.75,6.21
09/09/22 0:00,8.89,2.75,6.14
12/09/22 0:00,8.89,2.75,6.14
13/09/22 0:00,9.01,2.75,6.26
14/09/22 0:00,9.07,2.75,6.32
15/09/22 0:00,9.16,2.75,6.41
19/09/22 0:00,9.195,2.75,6.445
20/09/22 0:00,9.29,2.75,6.54
21/09/22 0:00,9.285,2.75,6.535
22/09/22 0:00,9.335,2.75,6.585
23/09/22 0:00,9.44,2.75,6.69
26/09/22 0:00,9.583,2.75,6.833
27/09/22 0:00,9.83,2.75,7.08
28/09/22 0:00,9.63,2.75,6.88
29/09/22 0:00,9.68,2.75,6.93
30/09/22 0:00,9.63,2.75,6.88
03/10/22 0:00,9.53,2.75,6.78
04/10/22 0:00,9.51,2.75,6.76
05/10/22 0:00,9.59,2.75,6.84
06/10/22 0:00,9.59,2.75,6.84
07/10/22 0:00,9.65,2.75,6.9
10/10/22 0:00,9.745,2.75,6.995
11/10/22 0:00,9.75,2.75,7
12/10/22 0:00,9.75,2.75,7
13/10/22 0:00,9.8,2.75,7.05
14/10/22 0:00,9.85,2.75,7.1
17/10/22 0:00,9.81,2.75,7.06
18/10/22 0:00,9.83,2.75,7.08
19/10/22 0:00,9.88,2.75,7.13
20/10/22 0:00,9.93,2.75,7.18
21/10/22 0:00,9.91,2.75,7.16
24/10/22 0:00,9.93,2.75,7.18
25/10/22 0:00,9.84,2.75,7.09
26/10/22 0:00,9.76,2.75,7.01
27/10/22 0:00,9.7,2.75,6.95
28/10/22 0:00,9.73,2.75,6.98
31/10/22 0:00,9.84,2.75,7.09
01/11/22 0:00,9.8,2.75,7.05
03/11/22 0:00,9.84,2.75,7.09
04/11/22 0:00,9.79,2.75,7.04
07/11/22 0:00,9.81,2.75,7.06
08/11/22 0:00,9.73,2.75,6.98
09/11/22 0:00,9.59,2.75,6.84
10/11/22 0:00,9.25,2.75,6.5
11/11/22 0:00,9.17,2.75,6.42
14/11/22 0:00,9.2,2.75,6.45
15/11/22 0:00,9.14,2.75,6.39
16/11/22 0:00,9.09,2.75,6.34
17/11/22 0:00,9.23,2.75,6.48
18/11/22 0:00,9.205,2.75,6.455
22/11/22 0:00,9.13,2.75,6.38
23/11/22 0:00,9.12,2.75,6.37
24/11/22 0:00,9.07,2.75,6.32
25/11/22 0:00,9.11,2.75,6.36
28/11/22 0:00,9.19,2.75,6.44
29/11/22 0:00,9.26,2.75,6.51
30/11/22 0:00,9.19,2.75,6.44
01/12/22 0:00,9.01,2.75,6.26
02/12/22 0:00,8.87,2.75,6.12
05/12/22 0:00,9.07,2.75,6.32
06/12/22 0:00,9.09,2.75,6.34
07/12/22 0:00,8.95,2.75,6.2
08/12/22 0:00,8.96,2.75,6.21
09/12/22 0:00,8.915,2.75,6.165
13/12/22 0:00,8.76,2.75,6.01
14/12/22 0:00,8.77,2.75,6.02
15/12/22 0:00,8.76,2.75,6.01
16/12/22 0:00,8.75,2.75,6
19/12/22 0:00,8.77,2.75,6.02
20/12/22 0:00,8.85,2.75,6.1
21/12/22 0:00,8.81,2.75,6.06
22/12/22 0:00,8.82,2.75,6.07
23/12/22 0:00,8.87,2.75,6.12
26/12/22 0:00,8.89,2.75,6.14
27/12/22 0:00,8.95,2.75,6.2
28/12/22 0:00,8.97,2.75,6.22
29/12/22 0:00,8.99,2.75,6.24
30/12/22 0:00,9.02,2.75,6.27
02/01/23 0:00,9,2.75,6.25
03/01/23 0:00,8.95,2.75,6.2
04/01/23 0:00,8.85,2.75,6.1
05/01/23 0:00,8.79,2.75,6.04
06/01/23 0:00,8.52,2.75,5.77
09/01/23 0:00,8.52,2.75,5.77
10/01/23 0:00,8.58,2.75,5.83
11/01/23 0:00,8.525,2.75,5.775
12/01/23 0:00,8.45,2.75,5.7
13/01/23 0:00,8.45,2.75,5.7
16/01/23 0:00,8.49,2.75,5.74
17/01/23 0:00,8.59,2.75,5.84
18/01/23 0:00,8.52,2.75,5.77
19/01/23 0:00,8.54,2.75,5.79
20/01/23 0:00,8.55,2.75,5.8
23/01/23 0:00,8.59,2.75,5.84
24/01/23 0:00,8.6,2.75,5.85
25/01/23 0:00,8.6,2.75,5.85
26/01/23 0:00,8.6,2.75,5.85
27/01/23 0:00,8.68,2.75,5.93
30/01/23 0:00,8.7,2.75,5.95
31/01/23 0:00,8.65,2.75,5.9
01/02/23 0:00,8.55,2.75,5.8
02/02/23 0:00,8.47,2.75,5.72
03/02/23 0:00,8.55,2.75,5.8
07/02/23 0:00,8.651,2.75,5.901
08/02/23 0:00,8.681,2.75,5.931
09/02/23 0:00,8.811,2.75,6.061
10/02/23 0:00,8.861,2.75,6.111
13/02/23 0:00,8.881,2.75,6.131
14/02/23 0:00,8.991,2.75,6.241
15/02/23 0:00,8.981,2.75,6.231
16/02/23 0:00,9.001,2.75,6.251
17/02/23 0:00,9.061,2.75,6.311
20/02/23 0:00,9.171,2.75,6.421
21/02/23 0:00,9.431,2.75,6.681
22/02/23 0:00,9.371,2.75,6.621
23/02/23 0:00,9.261,2.75,6.511
24/02/23 0:00,9.281,2.75,6.531
27/02/23 0:00,9.251,2.75,6.501
28/02/23 0:00,9.281,2.75,6.531
01/03/23 0:00,9.301,2.75,6.551
02/03/23 0:00,9.341,2.75,6.591
03/03/23 0:00,9.261,2.75,6.511
06/03/23 0:00,9.261,2.75,6.511
07/03/23 0:00,9.351,2.75,6.601
08/03/23 0:00,9.361,2.75,6.611
09/03/23 0:00,9.101,2.75,6.351
10/03/23 0:00,9.011,2.75,6.261
13/03/23 0:00,9,2.75,6.25
14/03/23 0:00,9.071,2.75,6.321
15/03/23 0:00,9.021,2.75,6.271
16/03/23 0:00,9.121,2.75,6.371
17/03/23 0:00,9.031,2.75,6.281
21/03/23 0:00,9.151,2.75,6.401
22/03/23 0:00,8.991,2.75,6.241
23/03/23 0:00,8.901,2.75,6.151
24/03/23 0:00,8.861,2.75,6.111
27/03/23 0:00,8.961,2.75,6.211
28/03/23 0:00,8.961,2.75,6.211
29/03/23 0:00,8.911,2.75,6.161
30/03/23 0:00,8.821,2.75,6.071
31/03/23 0:00,8.811,2.75,6.061
03/04/23 0:00,8.861,2.75,6.111
04/04/23 0:00,8.801,2.75,6.051
05/04/23 0:00,8.831,2.75,6.081
10/04/23 0:00,8.811,2.75,6.061
11/04/23 0:00,8.761,2.75,6.011
12/04/23 0:00,8.761,2.75,6.011
13/04/23 0:00,8.811,2.75,6.061
14/04/23 0:00,8.851,2.75,6.101
17/04/23 0:00,8.921,2.75,6.171
18/04/23 0:00,8.891,2.75,6.141
19/04/23 0:00,8.951,2.75,6.201
20/04/23 0:00,8.911,2.75,6.161
21/04/23 0:00,8.911,2.75,6.161
24/04/23 0:00,8.871,2.75,6.121
25/04/23 0:00,8.821,2.75,6.071
26/04/23 0:00,8.761,2.75,6.011
27/04/23 0:00,8.791,2.75,6.041
28/04/23 0:00,8.761,2.75,6.011
02/05/23 0:00,8.771,2.75,6.021
03/05/23 0:00,8.761,2.75,6.011
04/05/23 0:00,8.731,2.75,5.981
05/05/23 0:00,8.741,2.75,5.991
08/05/23 0:00,8.791,2.75,6.041
09/05/23 0:00,8.75,2.75,6
10/05/23 0:00,8.71,2.75,5.96
11/05/23 0:00,8.71,2.75,5.96
12/05/23 0:00,8.74,2.75,5.99
15/05/23 0:00,8.71,2.75,5.96
16/05/23 0:00,8.72,2.75,5.97
17/05/23 0:00,8.71,2.75,5.96
18/05/23 0:00,8.745,2.75,5.995
19/05/23 0:00,8.795,2.75,6.045
22/05/23 0:00,8.835,2.75,6.085
23/05/23 0:00,8.895,2.75,6.145
24/05/23 0:00,8.915,2.75,6.165
25/05/23 0:00,8.975,2.75,6.225
26/05/23 0:00,8.935,2.75,6.185
29/05/23 0:00,8.875,2.75,6.125
30/05/23 0:00,8.815,2.75,6.065
31/05/23 0:00,8.786,2.75,6.036
01/06/23 0:00,8.796,2.75,6.046
02/06/23 0:00,8.866,2.75,6.116
05/06/23 0:00,8.846,2.75,6.096
06/06/23 0:00,8.806,2.75,6.056
07/06/23 0:00,8.876,2.75,6.126
08/06/23 0:00,8.816,2.75,6.066
09/06/23 0:00,8.866,2.75,6.116
12/06/23 0:00,8.846,2.75,6.096
13/06/23 0:00,8.846,2.75,6.096
14/06/23 0:00,8.826,2.75,6.076
15/06/23 0:00,8.776,2.75,6.026
16/06/23 0:00,8.752,2.75,6.002
19/06/23 0:00,8.786,2.75,6.036
20/06/23 0:00,8.756,2.75,6.006
21/06/23 0:00,8.736,2.75,5.986
22/06/23 0:00,8.666,2.75,5.916
23/06/23 0:00,8.566,2.75,5.816
26/06/23 0:00,8.536,2.75,5.786
27/06/23 0:00,8.576,2.75,5.826
28/06/23 0:00,8.566,2.75,5.816
29/06/23 0:00,8.696,2.75,5.946
30/06/23 0:00,8.666,2.75,5.916
03/07/23 0:00,8.686,2.75,5.936
04/07/23 0:00,8.726,2.75,5.976
05/07/23 0:00,8.756,2.75,6.006
06/07/23 0:00,8.85,2.75,6.1
07/07/23 0:00,8.916,2.75,6.166
10/07/23 0:00,8.946,2.75,6.196
11/07/23 0:00,8.946,2.75,6.196
12/07/23 0:00,8.746,2.75,5.996
13/07/23 0:00,8.696,2.75,5.946
14/07/23 0:00,8.736,2.75,5.986
17/07/23 0:00,8.696,2.75,5.946
18/07/23 0:00,8.676,2.75,5.926
19/07/23 0:00,8.726,2.75,5.976
20/07/23 0:00,8.826,2.75,6.076
21/07/23 0:00,8.786,2.75,6.036
24/07/23 0:00,8.826,2.75,6.076
25/07/23 0:00,8.846,2.75,6.096
26/07/23 0:00,8.816,2.75,6.066
27/07/23 0:00,8.851,2.75,6.101
28/07/23 0:00,8.86,2.75,6.11
31/07/23 0:00,8.816,2.75,6.066
01/08/23 0:00,8.866,2.75,6.116
02/08/23 0:00,8.946,2.75,6.196
03/08/23 0:00,9.006,2.75,6.256
04/08/23 0:00,9.016,2.75,6.266
07/08/23 0:00,9.106,2.75,6.356
08/08/23 0:00,9.086,2.75,6.336
09/08/23 0:00,8.986,2.75,6.236
10/08/23 0:00,8.996,2.75,6.246
11/08/23 0:00,9.076,2.75,6.326
14/08/23 0:00,9.176,2.75,6.426
15/08/23 0:00,9.156,2.75,6.406
16/08/23 0:00,9.216,2.75,6.466
17/08/23 0:00,9.306,2.75,6.556
18/08/23 0:00,9.386,2.75,6.636
21/08/23 0:00,9.486,2.75,6.736
22/08/23 0:00,9.466,2.75,6.716
23/08/23 0:00,9.266,2.75,6.516
24/08/23 0:00,9.296,2.75,6.546
25/08/23 0:00,9.306,2.75,6.556
28/08/23 0:00,9.31,2.75,6.56
29/08/23 0:00,9.296,2.75,6.546
30/08/23 0:00,9.356,2.75,6.606
31/08/23 0:00,9.336,2.75,6.586
01/09/23 0:00,9.396,2.75,6.646
04/09/23 0:00,9.406,2.75,6.656
05/09/23 0:00,9.486,2.75,6.736
06/09/23 0:00,9.576,2.75,6.826
07/09/23 0:00,9.545,2.75,6.795
08/09/23 0:00,9.543,2.75,6.793
11/09/23 0:00,9.786,2.75,7.036
12/09/23 0:00,9.736,2.75,6.986
13/09/23 0:00,9.596,2.75,6.846
14/09/23 0:00,9.606,2.75,6.856
15/09/23 0:00,9.616,2.75,6.866
18/09/23 0:00,9.626,2.75,6.876
19/09/23 0:00,9.726,2.75,6.976
20/09/23 0:00,9.685,2.75,6.935
21/09/23 0:00,9.786,2.75,7.036
22/09/23 0:00,9.796,2.75,7.046
25/09/23 0:00,9.906,2.75,7.156
26/09/23 0:00,9.9,2.75,7.15
27/09/23 0:00,10.156,2.75,7.406
28/09/23 0:00,9.956,2.75,7.206
29/09/23 0:00,9.916,2.75,7.166
02/10/23 0:00,9.966,2.75,7.216
03/10/23 0:00,10.417,2.75,7.667
04/10/23 0:00,9.886,2.75,7.136
05/10/23 0:00,9.956,2.75,7.206
06/10/23 0:00,9.886,2.75,7.136
09/10/23 0:00,9.836,2.75,7.086
10/10/23 0:00,9.756,2.75,7.006
11/10/23 0:00,9.766,2.75,7.016
12/10/23 0:00,9.866,2.75,7.116
13/10/23 0:00,9.836,2.75,7.086
16/10/23 0:00,9.886,2.75,7.136
17/10/23 0:00,9.966,2.75,7.216
18/10/23 0:00,10.066,2.75,7.316
19/10/23 0:00,10.056,2.75,7.306
20/10/23 0:00,10.006,2.75,7.256
23/10/23 0:00,9.976,2.75,7.226
24/10/23 0:00,10.056,2.75,7.306
25/10/23 0:00,10.246,2.75,7.496
26/10/23 0:00,10.106,2.75,7.356
27/10/23 0:00,10.126,2.75,7.376
30/10/23 0:00,10.246,2.75,7.496
31/10/23 0:00,10.206,2.75,7.456
01/11/23 0:00,10.116,2.75,7.366
03/11/23 0:00,9.786,2.75,7.036
06/11/23 0:00,9.786,2.75,7.036
07/11/23 0:00,9.826,2.75,7.076
08/11/23 0:00,9.656,2.75,6.906
09/11/23 0:00,9.646,2.75,6.896
10/11/23 0:00,9.626,2.75,6.876
13/11/23 0:00,9.636,2.75,6.886
14/11/23 0:00,9.426,2.75,6.676
15/11/23 0:00,9.446,2.75,6.696
16/11/23 0:00,9.356,2.75,6.606
17/11/23 0:00,9.406,2.75,6.656
21/11/23 0:00,9.506,2.75,6.756
22/11/23 0:00,9.546,2.75,6.796
23/11/23 0:00,9.497,2.75,6.747
24/11/23 0:00,9.546,2.75,6.796
27/11/23 0:00,9.516,2.75,6.766
28/11/23 0:00,9.346,2.75,6.596
29/11/23 0:00,9.246,2.75,6.496
30/11/23 0:00,9.376,2.75,6.626
01/12/23 0:00,9.256,2.75,6.506
04/12/23 0:00,9.356,2.75,6.606
05/12/23 0:00,9.256,2.75,6.506
06/12/23 0:00,9.196,2.75,6.446
07/12/23 0:00,9.136,2.75,6.386
08/12/23 0:00,9.236,2.75,6.486
11/12/23 0:00,9.346,2.75,6.596
13/12/23 0:00,9.096,2.75,6.346
14/12/23 0:00,8.956,2.75,6.206
15/12/23 0:00,9.036,2.75,6.286
18/12/23 0:00,9.046,2.75,6.296
19/12/23 0:00,9.136,2.75,6.386
20/12/23 0:00,9.066,2.75,6.316
21/12/23 0:00,9.096,2.75,6.346
22/12/23 0:00,9.077,2.75,6.327
26/12/23 0:00,9.116,2.75,6.366
27/12/23 0:00,9.006,2.75,6.256
28/12/23 0:00,8.96,2.75,6.21
29/12/23 0:00,8.865,2.75,6.115
02/01/24 0:00,9.016,2.75,6.266
03/01/24 0:00,9.056,2.75,6.306
04/01/24 0:00,9.145,2.75,6.395
05/01/24 0:00,9.146,2.75,6.396
08/01/24 0:00,9.096,2.75,6.346
09/01/24 0:00,9.146,2.75,6.396
10/01/24 0:00,9.116,2.75,6.366
11/01/24 0:00,9.076,2.75,6.326
12/01/24 0:00,8.946,2.75,6.196
15/01/24 0:00,8.893,2.75,6.143
16/01/24 0:00,9.017,2.75,6.267
17/01/24 0:00,9.107,2.75,6.357
18/01/24 0:00,9.182,2.75,6.432
19/01/24 0:00,9.22,2.75,6.47
22/01/24 0:00,9.175,2.75,6.425
23/01/24 0:00,9.23,2.75,6.48
24/01/24 0:00,9.176,2.75,6.426
25/01/24 0:00,9.246,2.75,6.496
26/01/24 0:00,9.246,2.75,6.496
29/01/24 0:00,9.246,2.75,6.496
30/01/24 0:00,9.276,2.75,6.526
31/01/24 0:00,9.166,2.75,6.416
01/02/24 0:00,9.036,2.75,6.286
02/02/24 0:00,9.236,2.75,6.486
06/02/24 0:00,9.266,2.75,6.516
07/02/24 0:00,9.266,2.75,6.516
08/02/24 0:00,9.216,2.75,6.466
09/02/24 0:00,9.156,2.75,6.406
12/02/24 0:00,9.146,2.75,6.396
13/02/24 0:00,9.326,2.75,6.576
14/02/24 0:00,9.246,2.75,6.496
15/02/24 0:00,9.216,2.75,6.466
16/02/24 0:00,9.306,2.75,6.556
19/02/24 0:00,9.306,2.75,6.556
20/02/24 0:00,9.286,2.75,6.536
21/02/24 0:00,9.216,2.75,6.466
22/02/24 0:00,9.216,2.75,6.466
23/02/24 0:00,9.176,2.75,6.426
26/02/24 0:00,9.176,2.75,6.426
27/02/24 0:00,9.246,2.75,6.496
28/02/24 0:00,9.196,2.75,6.446
29/02/24 0:00,9.156,2.75,6.406
01/03/24 0:00,9.146,2.75,6.396
04/03/24 0:00,9.216,2.75,6.466
05/03/24 0:00,9.196,2.75,6.446
06/03/24 0:00,9.126,2.75,6.376
07/03/24 0:00,9.126,2.75,6.376
08/03/24 0:00,9.11,2.75,6.36
11/03/24 0:00,9.146,2.75,6.396
12/03/24 0:00,9.166,2.75,6.416
13/03/24 0:00,9.136,2.75,6.386
14/03/24 0:00,9.206,2.75,6.456
15/03/24 0:00,9.266,2.75,6.516
19/03/24 0:00,9.276,2.75,6.526
20/03/24 0:00,9.256,2.75,6.506
21/03/24 0:00,9.146,2.75,6.396
22/03/24 0:00,9.196,2.75,6.446
25/03/24 0:00,9.316,2.75,6.566
26/03/24 0:00,9.276,2.75,6.526
27/03/24 0:00,9.256,2.75,6.506
01/04/24 0:00,9.356,2.75,6.606
02/04/24 0:00,9.426,2.75,6.676
03/04/24 0:00,9.446,2.75,6.696
04/04/24 0:00,9.446,2.75,6.696
05/04/24 0:00,9.566,2.75,6.816
08/04/24 0:00,9.566,2.75,6.816
09/04/24 0:00,9.596,2.75,6.846
10/04/24 0:00,9.846,2.75,7.096
11/04/24 0:00,9.796,2.75,7.046
12/04/24 0:00,9.776,2.75,7.026
15/04/24 0:00,9.946,2.75,7.196
16/04/24 0:00,10.066,2.75,7.316
17/04/24 0:00,9.916,2.75,7.166
18/04/24 0:00,9.996,2.75,7.246
19/04/24 0:00,9.946,2.75,7.196
22/04/24 0:00,9.886,2.75,7.136
23/04/24 0:00,9.866,2.75,7.116
24/04/24 0:00,9.933,2.75,7.183
25/04/24 0:00,9.936,2.75,7.186
26/04/24 0:00,9.936,2.75,7.186
29/04/24 0:00,9.986,2.75,7.236
30/04/24 0:00,9.946,2.75,7.196
02/05/24 0:00,9.726,2.75,6.976
03/05/24 0:00,9.556,2.75,6.806
06/05/24 0:00,9.576,2.75,6.826
07/05/24 0:00,9.606,2.75,6.856
08/05/24 0:00,9.626,2.75,6.876
09/05/24 0:00,9.626,2.75,6.876
10/05/24 0:00,9.736,2.75,6.986
13/05/24 0:00,9.726,2.75,6.976
14/05/24 0:00,9.696,2.75,6.946
15/05/24 0:00,9.606,2.75,6.856
16/05/24 0:00,9.636,2.75,6.886
17/05/24 0:00,9.666,2.75,6.916
20/05/24 0:00,9.676,2.75,6.926
21/05/24 0:00,9.636,2.75,6.886
22/05/24 0:00,9.706,2.75,6.956
23/05/24 0:00,9.736,2.75,6.986
24/05/24 0:00,9.726,2.75,6.976
27/05/24 0:00,9.736,2.75,6.986
28/05/24 0:00,9.776,2.75,7.026
29/05/24 0:00,9.816,2.75,7.066
30/05/24 0:00,9.806,2.75,7.056
31/05/24 0:00,9.766,2.75,7.016
03/06/24 0:00,9.926,2.75,7.176
04/06/24 0:00,9.916,2.75,7.166
05/06/24 0:00,9.796,2.75,7.046
06/06/24 0:00,9.746,2.75,6.996
10/06/24 0:00,10.196,2.75,7.446
11/06/24 0:00,10.396,2.75,7.646
12/06/24 0:00,10.336,2.75,7.586
13/06/24 0:00,10.096,2.75,7.346
14/06/24 0:00,10.09,2.75,7.34
17/06/24 0:00,10.216,2.75,7.466
18/06/24 0:00,10.006,2.75,7.256
19/06/24 0:00,10.006,2.75,7.256
20/06/24 0:00,9.896,2.75,7.146
21/06/24 0:00,9.976,2.75,7.226
24/06/24 0:00,9.876,2.75,7.126
25/06/24 0:00,9.896,2.75,7.146
26/06/24 0:00,9.936,2.75,7.186
27/06/24 0:00,9.828,2.75,7.078
28/06/24 0:00,9.79,2.75,7.04
01/07/24 0:00,9.937,2.75,7.187
02/07/24 0:00,9.93,2.75,7.18
03/07/24 0:00,9.911,2.75,7.161
04/07/24 0:00,9.94,2.75,7.19
05/07/24 0:00,9.92,2.75,7.17
08/07/24 0:00,9.936,2.75,7.186
09/07/24 0:00,9.975,2.75,7.225
10/07/24 0:00,9.89,2.75,7.14
11/07/24 0:00,9.77,2.75,7.02
12/07/24 0:00,9.703,2.75,6.953
15/07/24 0:00,9.71,2.75,6.96
16/07/24 0:00,9.71,2.75,6.96
17/07/24 0:00,9.67,2.75,6.92
18/07/24 0:00,9.87,2.75,7.12
19/07/24 0:00,9.8,2.75,7.05
22/07/24 0:00,9.955,2.75,7.205
23/07/24 0:00,9.94,2.75,7.19
24/07/24 0:00,9.905,2.75,7.155
25/07/24 0:00,9.95,2.75,7.2
26/07/24 0:00,9.88,2.75,7.13
29/07/24 0:00,9.814,2.75,7.064
30/07/24 0:00,9.68,2.75,6.93
31/07/24 0:00,9.717,2.75,6.967
01/08/24 0:00,9.754,2.75,7.004
02/08/24 0:00,9.62,2.75,6.87
05/08/24 0:00,9.653,2.75,6.903
06/08/24 0:00,9.7,2.75,6.95
07/08/24 0:00,9.667,2.75,6.917
08/08/24 0:00,9.66,2.75,6.91
09/08/24 0:00,9.375,2.75,6.625
12/08/24 0:00,9.43,2.75,6.68
13/08/24 0:00,9.405,2.75,6.655
14/08/24 0:00,9.373,2.75,6.623
15/08/24 0:00,9.5,2.75,6.75
16/08/24 0:00,9.49,2.75,6.74
19/08/24 0:00,9.375,2.75,6.625
20/08/24 0:00,9.46,2.75,6.71
21/08/24 0:00,9.477,2.75,6.727
22/08/24 0:00,9.653,2.75,6.903
23/08/24 0:00,9.53,2.75,6.78
26/08/24 0:00,9.53,2.75,6.78
27/08/24 0:00,9.645,2.75,6.895
28/08/24 0:00,9.62,2.75,6.87
29/08/24 0:00,9.67,2.75,6.92
30/08/24 0:00,9.636,2.75,6.886
02/09/24 0:00,9.597,2.75,6.847
03/09/24 0:00,9.676,2.75,6.926
04/09/24 0:00,9.6,2.75,6.85
05/09/24 0:00,9.496,2.75,6.746
06/09/24 0:00,9.466,2.75,6.716
12/09/24 0:00,9.396,4,5.396
13/09/24 0:00,9.236,4,5.236
17/09/24 0:00,9.156,4,5.156
18/09/24 0:00,9.136,4,5.136
19/09/24 0:00,9.123,4,5.123
20/09/24 0:00,9.186,4,5.186
23/09/24 0:00,9.196,4,5.196
24/09/24 0:00,9.2,4,5.2
25/09/24 0:00,9.25,4,5.25
26/09/24 0:00,9.256,4,5.256
27/09/24 0:00,9.287,4,5.287
30/09/24 0:00,9.307,4,5.307
02/10/24 0:00,9.356,4,5.356
03/10/24 0:00,9.382,4,5.382
04/10/24 0:00,9.466,4,5.466
07/10/24 0:00,9.546,4,5.546
08/10/24 0:00,9.525,4,5.525
09/10/24 0:00,9.596,4,5.596
10/10/24 0:00,9.706,4,5.706
11/10/24 0:00,9.636,4,5.636
14/10/24 0:00,9.636,4,5.636
15/10/24 0:00,9.686,4,5.686
16/10/24 0:00,9.78,4,5.78
17/10/24 0:00,9.852,4,5.852
18/10/24 0:00,9.876,4,5.876
21/10/24 0:00,10.024,4,6.024
22/10/24 0:00,10.066,4,6.066
23/10/24 0:00,10.076,4,6.076
24/10/24 0:00,10.036,4,6.036
25/10/24 0:00,10.086,4,6.086
28/10/24 0:00,10.106,4,6.106
29/10/24 0:00,10.026,4,6.026
30/10/24 0:00,10,4,6
31/10/24 0:00,10.01,4,6.01
01/11/24 0:00,10.17,4,6.17
04/11/24 0:00,10.094,4,6.094
05/11/24 0:00,9.976,4,5.976
06/11/24 0:00,9.936,4,5.936
07/11/24 0:00,9.929,4,5.929
08/11/24 0:00,9.863,4,5.863
11/11/24 0:00,10.026,4,6.026
12/11/24 0:00,10.06,4,6.06
13/11/24 0:00,9.996,4,5.996
14/11/24 0:00,9.845,4,5.845
15/11/24 0:00,9.946,4,5.946
19/11/24 0:00,9.81,4,5.81
20/11/24 0:00,9.785,4,5.785
21/11/24 0:00,9.946,4,5.946
22/11/24 0:00,9.986,4,5.986
25/11/24 0:00,9.926,4,5.926
26/11/24 0:00,10.026,4,6.026
27/11/24 0:00,9.917,4,5.917
28/11/24 0:00,9.86,4,5.86
29/11/24 0:00,9.896,4,5.896
02/12/24 0:00,9.92,4,5.92
03/12/24 0:00,9.936,4,5.936
04/12/24 0:00,9.966,4,5.966
05/12/24 0:00,10.016,4,6.016
06/12/24 0:00,9.97,4,5.97
09/12/24 0:00,10.048,4,6.048
10/12/24 0:00,9.956,4,5.956
11/12/24 0:00,9.92,4,5.92
13/12/24 0:00,10.096,4,6.096
16/12/24 0:00,10.06,4,6.06
17/12/24 0:00,10.156,4,6.156
18/12/24 0:00,10.186,4,6.186
19/12/24 0:00,10.286,4,6.286
20/12/24 0:00,10.366,4,6.366
23/12/24 0:00,10.426,4,6.426
24/12/24 0:00,10.386,4,6.386
26/12/24 0:00,10.406,4,6.406
27/12/24 0:00,10.446,4,6.446
30/12/24 0:00,10.446,4,6.446
31/12/24 0:00,10.416,4,6.416
02/01/25 0:00,10.306,4,6.306
03/01/25 0:00,10.376,4,6.376
06/01/25 0:00,10.376,4,6.376
07/01/25 0:00,10.296,4,6.296
08/01/25 0:00,10.276,4,6.276
09/01/25 0:00,10.203,4,6.203
10/01/25 0:00,10.266,4,6.266
13/01/25 0:00,10.366,4,6.366
14/01/25 0:00,10.39,4,6.39
15/01/25 0:00,10.299,4,6.299
16/01/25 0:00,10.222,4,6.222
17/01/25 0:00,10.346,4,6.346
20/01/25 0:00,10.23,4,6.23
21/01/25 0:00,10.146,4,6.146
22/01/25 0:00,10.016,4,6.016
23/01/25 0:00,10,4,6
24/01/25 0:00,9.996,4,5.996
27/01/25 0:00,10.026,4,6.026
28/01/25 0:00,9.91,4,5.91
29/01/25 0:00,10.04,4,6.04
30/01/25 0:00,9.97,4,5.97
31/01/25 0:00,9.956,4,5.956
04/02/25 0:00,9.956,4,5.956
05/02/25 0:00,9.856,4,5.856
06/02/25 0:00,9.74,4,5.74
07/02/25 0:00,9.703,4,5.703
10/02/25 0:00,9.663,4,5.663
