Fecha,BONOMX10,BONOUSA10,Close
08/10/18 0:00,8.1,3.231,4.869
09/10/18 0:00,8.15,3.206,4.944
10/10/18 0:00,8.15,3.174,4.976
11/10/18 0:00,8.16,3.146,5.014
12/10/18 0:00,8.1,3.167,4.933
15/10/18 0:00,8.07,3.156,4.914
16/10/18 0:00,8.05,3.163,4.887
17/10/18 0:00,8.09,3.207,4.883
18/10/18 0:00,8.14,3.177,4.963
19/10/18 0:00,8.2,3.196,5.004
22/10/18 0:00,8.35,3.2,5.15
23/10/18 0:00,8.29,3.171,5.119
24/10/18 0:00,8.34,3.111,5.229
25/10/18 0:00,8.34,3.126,5.214
26/10/18 0:00,8.32,3.077,5.243
29/10/18 0:00,8.7,3.089,5.611
30/10/18 0:00,8.71,3.119,5.591
31/10/18 0:00,8.86,3.149,5.711
01/11/18 0:00,8.77,3.134,5.636
02/11/18 0:00,8.79,3.22,5.57
05/11/18 0:00,8.59,3.201,5.389
06/11/18 0:00,8.59,3.231,5.359
07/11/18 0:00,8.67,3.237,5.433
08/11/18 0:00,8.82,3.239,5.581
09/11/18 0:00,8.88,3.186,5.694
12/11/18 0:00,8.87,3.151,5.719
13/11/18 0:00,9.01,3.141,5.869
14/11/18 0:00,9.09,3.127,5.963
15/11/18 0:00,8.98,3.11,5.87
16/11/18 0:00,9.05,3.065,5.985
20/11/18 0:00,9.15,3.061,6.089
21/11/18 0:00,9.07,3.065,6.005
22/11/18 0:00,9.02,3.065,5.955
23/11/18 0:00,9.06,3.046,6.014
26/11/18 0:00,9.2,3.059,6.141
27/11/18 0:00,9.22,3.059,6.161
28/11/18 0:00,9.18,3.061,6.119
29/11/18 0:00,9.05,3.032,6.018
30/11/18 0:00,9.24,2.993,6.247
03/12/18 0:00,9.04,2.966,6.074
04/12/18 0:00,9.14,2.915,6.225
05/12/18 0:00,9.09,2.917,6.173
06/12/18 0:00,9.15,2.892,6.258
07/12/18 0:00,9.02,2.858,6.162
10/12/18 0:00,9.06,2.863,6.197
11/12/18 0:00,9.08,2.879,6.201
13/12/18 0:00,8.95,2.913,6.037
14/12/18 0:00,8.92,2.895,6.025
17/12/18 0:00,8.82,2.857,5.963
18/12/18 0:00,8.72,2.823,5.897
19/12/18 0:00,8.71,2.762,5.948
20/12/18 0:00,8.65,2.808,5.842
21/12/18 0:00,8.81,2.788,6.022
24/12/18 0:00,8.84,2.737,6.103
26/12/18 0:00,8.81,2.81,6
27/12/18 0:00,8.81,2.774,6.036
28/12/18 0:00,8.73,2.716,6.014
31/12/18 0:00,8.62,2.686,5.934
02/01/19 0:00,8.63,2.633,5.997
03/01/19 0:00,8.6,2.552,6.048
04/01/19 0:00,8.47,2.668,5.802
07/01/19 0:00,8.59,2.698,5.892
08/01/19 0:00,8.68,2.73,5.95
09/01/19 0:00,8.76,2.712,6.048
10/01/19 0:00,8.6,2.746,5.854
11/01/19 0:00,8.69,2.699,5.991
