Fecha,real_5_linear,real_5_spline,real_5_ns,real_5_sv,Close,EXP_INF_spline,EXP_INF_ns,EXP_INF_sv
10/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.438571429,5.438571429,5.246842057,5.244709842
11/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.418571429,5.418571429,5.226842057,5.224709842
12/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.358571429,5.358571429,5.166842057,5.164709842
15/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.368571429,5.368571429,5.176842057,5.174709842
16/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.358571429,5.358571429,5.166842057,5.164709842
17/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.398571429,5.398571429,5.206842057,5.204709842
18/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.438571429,5.438571429,5.246842057,5.244709842
19/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.478571429,5.478571429,5.286842057,5.284709842
22/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.638571429,5.638571429,5.446842057,5.444709842
23/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.598571429,5.598571429,5.406842057,5.404709842
24/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.638571429,5.638571429,5.446842057,5.444709842
25/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.628571429,5.628571429,5.436842057,5.434709842
26/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.608571429,5.608571429,5.416842057,5.414709842
29/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.968571429,5.968571429,5.776842057,5.774709842
30/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.988571429,5.988571429,5.796842057,5.794709842
31/10/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.178571429,6.178571429,5.986842057,5.984709842
01/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.038571429,6.038571429,5.846842057,5.844709842
05/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.878571429,5.878571429,5.686842057,5.684709842
06/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.888571429,5.888571429,5.696842057,5.694709842
07/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.928571429,5.928571429,5.736842057,5.734709842
08/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.038571429,6.038571429,5.846842057,5.844709842
09/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.098571429,6.098571429,5.906842057,5.904709842
12/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.108571429,6.108571429,5.916842057,5.914709842
13/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.188571429,6.188571429,5.996842057,5.994709842
14/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.218571429,6.218571429,6.026842057,6.024709842
15/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.178571429,6.178571429,5.986842057,5.984709842
16/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.228571429,6.228571429,6.036842057,6.034709842
20/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.248571429,6.248571429,6.056842057,6.054709842
21/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.258571429,6.258571429,6.066842057,6.064709842
22/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.218571429,6.218571429,6.026842057,6.024709842
23/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.328571429,6.328571429,6.136842057,6.134709842
26/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.388571429,6.388571429,6.196842057,6.194709842
27/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.438571429,6.438571429,6.246842057,6.244709842
28/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.398571429,6.398571429,6.206842057,6.204709842
29/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.278571429,6.278571429,6.086842057,6.084709842
30/11/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.418571429,6.418571429,6.226842057,6.224709842
03/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.308571429,6.308571429,6.116842057,6.114709842
04/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.378571429,6.378571429,6.186842057,6.184709842
05/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.368571429,6.368571429,6.176842057,6.174709842
06/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.388571429,6.388571429,6.196842057,6.194709842
07/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.338571429,6.338571429,6.146842057,6.144709842
10/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.388571429,6.388571429,6.196842057,6.194709842
11/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.338571429,6.338571429,6.146842057,6.144709842
13/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.248571429,6.248571429,6.056842057,6.054709842
14/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.258571429,6.258571429,6.066842057,6.064709842
17/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.178571429,6.178571429,5.986842057,5.984709842
18/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.058571429,6.058571429,5.866842057,5.864709842
19/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.008571429,6.008571429,5.816842057,5.814709842
20/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.988571429,5.988571429,5.796842057,5.794709842
21/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.188571429,6.188571429,5.996842057,5.994709842
24/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.208571429,6.208571429,6.016842057,6.014709842
26/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.158571429,6.158571429,5.966842057,5.964709842
27/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.188571429,6.188571429,5.996842057,5.994709842
28/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,6.068571429,6.068571429,5.876842057,5.874709842
31/12/18 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.938571429,5.938571429,5.746842057,5.744709842
02/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.938571429,5.938571429,5.746842057,5.744709842
03/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.888571429,5.888571429,5.696842057,5.694709842
04/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.768571429,5.768571429,5.576842057,5.574709842
07/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.888571429,5.888571429,5.696842057,5.694709842
08/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.928571429,5.928571429,5.736842057,5.734709842
09/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.938571429,5.938571429,5.746842057,5.744709842
10/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.918571429,5.918571429,5.726842057,5.724709842
11/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.878571429,5.878571429,5.686842057,5.684709842
14/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.838571429,5.838571429,5.646842057,5.644709842
15/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.858571429,5.858571429,5.666842057,5.664709842
16/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.858571429,5.858571429,5.666842057,5.664709842
17/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.908571429,5.908571429,5.716842057,5.714709842
18/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.888571429,5.888571429,5.696842057,5.694709842
21/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.918571429,5.918571429,5.726842057,5.724709842
22/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.898571429,5.898571429,5.706842057,5.704709842
23/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.828571429,5.828571429,5.636842057,5.634709842
24/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.698571429,5.698571429,5.506842057,5.504709842
25/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.628571429,5.628571429,5.436842057,5.434709842
28/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.648571429,5.648571429,5.456842057,5.454709842
29/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.588571429,5.588571429,5.396842057,5.394709842
30/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.658571429,5.658571429,5.466842057,5.464709842
31/01/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.638571429,5.638571429,5.446842057,5.444709842
01/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.648571429,5.648571429,5.456842057,5.454709842
05/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.608571429,5.608571429,5.416842057,5.414709842
06/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.578571429,5.578571429,5.386842057,5.384709842
07/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.588571429,5.588571429,5.396842057,5.394709842
08/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.508571429,5.508571429,5.316842057,5.314709842
11/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.648571429,5.648571429,5.456842057,5.454709842
12/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.608571429,5.608571429,5.416842057,5.414709842
13/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.698571429,5.698571429,5.506842057,5.504709842
14/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.628571429,5.628571429,5.436842057,5.434709842
15/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.568571429,5.568571429,5.376842057,5.374709842
18/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.568571429,5.568571429,5.376842057,5.374709842
19/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.538571429,5.538571429,5.346842057,5.344709842
20/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.538571429,5.538571429,5.346842057,5.344709842
21/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.528571429,5.528571429,5.336842057,5.334709842
22/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.488571429,5.488571429,5.296842057,5.294709842
25/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.448571429,5.448571429,5.256842057,5.254709842
26/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.418571429,5.418571429,5.226842057,5.224709842
27/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.428571429,5.428571429,5.236842057,5.234709842
28/02/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.422571429,5.422571429,5.230842057,5.228709842
01/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.408571429,5.408571429,5.216842057,5.214709842
04/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.458571429,5.458571429,5.266842057,5.264709842
05/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.418571429,5.418571429,5.226842057,5.224709842
06/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.374571429,5.374571429,5.182842057,5.180709842
07/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.398571429,5.398571429,5.206842057,5.204709842
08/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.398571429,5.398571429,5.206842057,5.204709842
11/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.342571429,5.342571429,5.150842057,5.148709842
12/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.324571429,5.324571429,5.132842057,5.130709842
13/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.366571429,5.366571429,5.174842057,5.172709842
14/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.368571429,5.368571429,5.176842057,5.174709842
15/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.348571429,5.348571429,5.156842057,5.154709842
19/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.358571429,5.358571429,5.166842057,5.164709842
20/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.262571429,5.262571429,5.070842057,5.068709842
21/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.238571429,5.238571429,5.046842057,5.044709842
22/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.168571429,5.168571429,4.976842057,4.974709842
25/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.098571429,5.098571429,4.906842057,4.904709842
26/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.158571429,5.158571429,4.966842057,4.964709842
27/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.188571429,5.188571429,4.996842057,4.994709842
28/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.208571429,5.208571429,5.016842057,5.014709842
29/03/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.238571429,5.238571429,5.046842057,5.044709842
01/04/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.268571429,5.268571429,5.076842057,5.074709842
02/04/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.268571429,5.268571429,5.076842057,5.074709842
03/04/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.298571429,5.298571429,5.106842057,5.104709842
04/04/19 0:00,2.571428571,2.571428571,2.763157943,2.765290158,5.278571429,5.278571429,5.086842057,5.084709842
