"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"01.11.2018","4.952","4.831","5.329","4.758","570.34M","2.72%"
"01.10.2018","4.821","5.405","5.531","4.802","1.80B","-11.02%"
"01.09.2018","5.418","5.299","5.709","5.051","742.31M","2.23%"
"01.08.2018","5.299","6.211","6.247","5.265","529.04M","-14.57%"
"01.07.2018","6.203","5.901","6.354","5.794","455.58M","3.49%"
"01.06.2018","5.994","5.892","6.186","5.724","614.46M","4.02%"
"01.05.2018","5.762","6.629","6.795","5.707","535.21M","-13.24%"
"01.04.2018","6.641","6.296","6.656","6.163","1.59B","4.68%"
"01.03.2018","6.344","6.761","6.789","6.127","718.76M","-6.69%"
"01.02.2018","6.799","7.579","7.628","6.762","494.00M","-8.96%"
"01.01.2018","7.468","7.045","7.573","6.957","436.98M","6.41%"
