"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"01.05.2026","98.16","98.13","98.24","97.72","","0.10%"
"01.04.2026","98.06","99.79","100.29","97.63","","-1.91%"
"01.03.2026","99.96","97.87","100.64","97.77","","2.41%"
"01.02.2026","97.61","97.18","98.08","96.49","","0.64%"
"01.01.2026","96.99","98.24","99.49","95.55","","-1.35%"
"01.12.2025","98.32","99.48","99.57","97.75","0.00K","-1.13%"
"01.11.2025","99.44","99.75","100.39","98.99","","-0.36%"
"01.10.2025","99.80","97.82","99.84","97.46","","2.08%"
"01.09.2025","97.78","97.83","98.64","96.22","0.00K","0.00%"
"01.08.2025","97.77","100.01","100.26","97.56","","-2.20%"
"01.07.2025","99.97","96.78","100.10","96.38","0.00K","3.19%"
"01.06.2025","96.88","99.41","99.42","96.77","0.02K","-2.47%"
"01.05.2025","99.33","99.65","101.98","98.69","0.02K","-0.14%"
"01.04.2025","99.47","104.18","104.37","97.92","0.00K","-4.55%"
"01.03.2025","104.21","107.56","107.56","103.20","0.02K","-3.16%"
"01.02.2025","107.61","108.50","109.88","106.13","0.01K","-0.70%"
"01.01.2025","108.37","108.53","110.18","106.97","0.02K","-0.11%"
"01.12.2024","108.49","105.83","108.58","105.42","","2.60%"
"01.11.2024","105.74","103.86","108.07","103.37","","1.69%"
"01.10.2024","103.98","100.74","104.64","100.70","","3.17%"
"01.09.2024","100.78","101.73","101.92","100.16","","-0.90%"
"01.08.2024","101.70","104.07","104.45","100.51","","-2.30%"
"01.07.2024","104.10","105.85","106.05","103.65","","-1.67%"
"01.06.2024","105.87","104.63","106.13","103.99","","1.14%"
"01.05.2024","104.67","106.32","106.49","104.08","","-1.46%"
"01.04.2024","106.22","104.49","106.52","103.88","","1.60%"
"01.03.2024","104.55","104.13","104.73","102.36","","0.37%"
"01.02.2024","104.16","103.51","104.98","102.90","","0.85%"
"01.01.2024","103.27","101.42","103.82","101.34","","1.92%"
"01.12.2023","101.33","103.36","104.26","100.62","","-2.09%"
"01.11.2023","103.50","106.67","107.11","102.47","","-2.97%"
"01.10.2023","106.66","106.17","107.35","105.36","","0.41%"
"01.09.2023","106.22","103.62","106.84","103.27","","2.51%"
"01.08.2023","103.62","101.87","104.45","101.74","","1.73%"
"01.07.2023","101.86","102.93","103.57","99.58","","-1.03%"
"01.06.2023","102.91","104.15","104.50","101.92","","-1.36%"
"01.05.2023","104.33","101.67","104.70","101.03","","2.62%"
"01.04.2023","101.66","102.59","103.06","100.79","","-0.83%"
"01.03.2023","102.51","105.04","105.88","101.92","","-2.25%"
"01.02.2023","104.87","102.10","105.36","100.82","","2.72%"
"01.01.2023","102.10","103.66","105.63","101.50","","-1.38%"
"01.12.2022","103.52","105.70","105.90","103.39","","-2.29%"
"01.11.2022","105.95","111.52","113.15","105.32","","-5.00%"
"01.10.2022","111.53","112.17","113.94","109.54","","-0.53%"
"01.09.2022","112.12","108.84","114.78","107.68","","3.14%"
"01.08.2022","108.70","105.83","109.48","104.64","","2.64%"
"01.07.2022","105.90","104.78","109.29","104.74","","1.16%"
"01.06.2022","104.68","101.76","105.79","101.64","","2.88%"
"01.05.2022","101.75","103.21","105.00","101.30","","-1.17%"
"01.04.2022","102.96","98.33","103.93","98.31","","4.73%"
"01.03.2022","98.31","96.76","99.42","96.63","","1.66%"
"01.02.2022","96.71","96.70","97.74","95.14","","0.17%"
"01.01.2022","96.54","95.67","97.44","94.63","","0.60%"
"01.12.2021","95.97","95.94","96.91","95.57","","-0.03%"
"01.11.2021","95.99","94.13","96.94","93.82","","1.99%"
"01.10.2021","94.12","94.31","94.56","93.28","","-0.11%"
"01.09.2021","94.23","92.66","94.50","91.95","","1.73%"
"01.08.2021","92.63","92.09","93.73","91.82","","0.49%"
"01.07.2021","92.17","92.35","93.19","91.78","","-0.28%"
"01.06.2021","92.44","89.81","92.45","89.66","","2.67%"
"01.05.2021","90.03","91.30","91.44","89.54","","-1.37%"
"01.04.2021","91.28","93.22","93.34","90.42","","-2.09%"
"01.03.2021","93.23","90.93","93.44","90.63","","2.59%"
"01.02.2021","90.88","90.53","91.60","89.68","","0.33%"
"01.01.2021","90.58","89.93","90.95","89.21","","0.72%"
"01.12.2020","89.94","91.94","91.94","89.52","","-2.10%"
"01.11.2020","91.87","93.89","94.30","91.51","","-2.31%"
"01.10.2020","94.04","93.80","94.10","92.47","","0.16%"
"01.09.2020","93.89","92.18","94.74","91.75","","1.89%"
"01.08.2020","92.14","93.46","93.99","91.99","","-1.29%"
"01.07.2020","93.35","97.39","97.62","92.55","","-4.15%"
"01.06.2020","97.39","98.30","98.32","95.72","","-0.97%"
"01.05.2020","98.34","99.13","100.56","97.94","","-0.68%"
"01.04.2020","99.02","99.01","100.93","98.81","","-0.03%"
"01.03.2020","99.05","98.12","102.99","94.65","","0.93%"
"01.02.2020","98.13","97.37","99.91","97.37","","0.76%"
"01.01.2020","97.39","96.50","98.19","96.39","","1.04%"
"01.12.2019","96.39","98.27","98.38","96.36","","-1.92%"
"01.11.2019","98.27","97.30","98.54","97.11","","0.95%"
"01.10.2019","97.35","99.40","99.67","97.14","","-2.04%"
"01.09.2019","99.38","98.83","99.46","97.86","","0.47%"
"01.08.2019","98.92","98.59","99.02","97.03","","0.41%"
"01.07.2019","98.52","96.25","98.68","96.25","","2.48%"
"01.06.2019","96.13","97.64","97.80","95.84","","-1.66%"
"01.05.2019","97.75","97.53","98.37","97.03","","0.28%"
