Fecha,Cierre,Apertura,Máximo,Mínimo,Vol.,% var.,Volumen
13.11.2025,18.88,18.88,19.085,18.87,8.92M,-0.13%,8920000.0
12.11.2025,18.905,18.57,18.91,18.56,10.48M,1.94%,10480000.0
11.11.2025,18.545,18.28,18.57,18.23,8.20M,1.87%,8199999.999999999
10.11.2025,18.205,17.81,18.21,17.715,9.86M,4.21%,9860000.0
07.11.2025,17.47,17.94,18.005,17.46,11.93M,-2.59%,11930000.0
06.11.2025,17.935,17.58,18.045,17.57,9.55M,1.67%,9550000.0
05.11.2025,17.64,17.15,17.64,17.125,7.06M,0.57%,7060000.0
04.11.2025,17.54,17.21,17.62,17.1,7.82M,1.39%,7820000.0
03.11.2025,17.3,17.565,17.79,17.3,8.86M,-0.77%,8860000.0
31.10.2025,17.435,17.35,17.7,17.255,9.38M,0.90%,9380000.0
30.10.2025,17.28,17.39,17.41,17.05,10.57M,-1.71%,10570000.0
29.10.2025,17.58,17.21,17.585,17.055,10.60M,2.27%,10600000.0
28.10.2025,17.19,17.07,17.215,17.04,5.31M,-0.06%,5310000.0
27.10.2025,17.2,17.05,17.235,17.005,6.47M,1.78%,6470000.0
24.10.2025,16.9,17.015,17.1,16.735,6.49M,-0.35%,6490000.0
23.10.2025,16.96,17.0,17.175,16.9,4.72M,-0.24%,4720000.0
22.10.2025,17.0,16.9,17.18,16.85,7.02M,-0.38%,7020000.0
21.10.2025,17.065,17.27,17.3,17.005,7.20M,-1.33%,7200000.0
20.10.2025,17.295,16.87,17.32,16.79,10.87M,3.84%,10870000.0
17.10.2025,16.655,16.655,17.38,16.395,30.41M,5.98%,30410000.0
16.10.2025,15.715,15.72,15.825,15.395,8.99M,-0.44%,8990000.0
15.10.2025,15.785,15.985,16.14,15.785,5.17M,-1.25%,5170000.0
14.10.2025,15.985,15.8,16.02,15.73,4.32M,0.72%,4320000.0
13.10.2025,15.87,15.8,15.895,15.685,3.45M,0.51%,3450000.0
10.10.2025,15.79,16.03,16.23,15.755,6.73M,-1.71%,6730000.0
09.10.2025,16.065,16.36,16.36,16.025,4.84M,-1.80%,4840000.0
08.10.2025,16.36,16.06,16.41,16.06,5.88M,1.90%,5880000.0
07.10.2025,16.055,16.1,16.24,16.05,6.00M,-0.74%,6000000.0
06.10.2025,16.175,16.31,16.4,16.045,5.37M,-1.49%,5370000.0
03.10.2025,16.42,16.42,16.59,16.36,5.92M,0.55%,5920000.0
02.10.2025,16.33,16.45,16.595,16.23,7.21M,-0.27%,7210000.0
01.10.2025,16.375,16.3,16.44,16.045,8.29M,0.21%,8289999.999999999
30.09.2025,16.34,16.285,16.445,16.2,7.13M,0.62%,7130000.0
29.09.2025,16.24,16.47,16.48,16.22,5.90M,-1.37%,5900000.0
26.09.2025,16.465,16.185,16.48,16.13,6.73M,2.24%,6730000.0
25.09.2025,16.105,16.365,16.38,16.045,6.89M,-1.71%,6890000.0
24.09.2025,16.385,16.15,16.385,15.935,7.40M,1.30%,7400000.0
23.09.2025,16.175,16.12,16.255,15.93,6.24M,1.25%,6240000.0
22.09.2025,15.975,16.335,16.36,15.86,8.13M,-2.65%,8130000.000000001
19.09.2025,16.41,16.3,16.535,16.225,21.83M,1.17%,21830000.0
18.09.2025,16.22,16.2,16.27,16.035,5.60M,1.03%,5600000.0
17.09.2025,16.055,16.25,16.285,15.975,6.22M,-0.80%,6220000.0
16.09.2025,16.185,16.305,16.345,16.065,8.19M,-1.07%,8189999.999999999
15.09.2025,16.36,16.3,16.385,16.175,4.63M,0.89%,4630000.0
12.09.2025,16.215,16.19,16.26,16.04,6.39M,0.03%,6390000.0
11.09.2025,16.21,16.16,16.27,16.005,5.72M,0.37%,5720000.0
10.09.2025,16.15,15.96,16.26,15.89,9.58M,1.35%,9580000.0
09.09.2025,15.935,15.835,15.96,15.61,6.91M,1.05%,6910000.0
08.09.2025,15.77,15.65,15.82,15.595,4.47M,1.06%,4470000.0
05.09.2025,15.605,15.895,16.03,15.55,6.65M,-1.30%,6650000.0
04.09.2025,15.81,15.51,15.815,15.385,6.62M,2.46%,6620000.0
03.09.2025,15.43,15.465,15.5,15.28,4.52M,-0.06%,4520000.0
02.09.2025,15.44,15.635,15.675,15.29,5.34M,-1.03%,5340000.0
01.09.2025,15.6,15.565,15.6,15.475,2.46M,0.71%,2460000.0
29.08.2025,15.49,15.51,15.585,15.375,5.45M,-0.42%,5450000.0
28.08.2025,15.555,15.53,15.615,15.415,5.84M,0.16%,5840000.0
27.08.2025,15.53,15.825,15.84,15.48,7.22M,-1.99%,7220000.0
26.08.2025,15.845,15.95,16.04,15.84,9.77M,-1.86%,9770000.0
25.08.2025,16.145,16.31,16.45,16.09,4.97M,-1.88%,4970000.0
22.08.2025,16.455,16.335,16.53,16.325,4.54M,0.24%,4540000.0
21.08.2025,16.415,16.19,16.425,16.15,5.51M,1.02%,5510000.0
20.08.2025,16.25,16.29,16.395,16.19,4.26M,-0.91%,4260000.0
19.08.2025,16.4,16.355,16.43,16.28,5.63M,0.24%,5630000.0
18.08.2025,16.36,16.4,16.445,16.2,5.22M,-0.73%,5220000.0
15.08.2025,16.48,16.63,16.7,16.445,7.03M,0.83%,7030000.0
14.08.2025,16.345,16.03,16.39,16.015,6.65M,2.00%,6650000.0
13.08.2025,16.025,15.785,16.055,15.785,7.06M,1.68%,7060000.0
12.08.2025,15.76,16.05,16.16,15.76,8.77M,-1.87%,8770000.0
11.08.2025,16.06,15.95,16.07,15.755,6.09M,0.75%,6090000.0
08.08.2025,15.94,15.5,16.01,15.485,9.57M,2.87%,9570000.0
07.08.2025,15.495,15.455,15.6,15.375,8.91M,1.67%,8910000.0
06.08.2025,15.24,14.99,15.265,14.895,8.64M,2.08%,8640000.0
05.08.2025,14.93,14.845,14.965,14.585,6.65M,0.88%,6650000.0
04.08.2025,14.8,14.47,14.835,14.335,6.76M,3.10%,6760000.0
01.08.2025,14.355,14.585,14.645,14.205,11.82M,-1.95%,11820000.0
31.07.2025,14.64,14.0,14.79,13.965,21.01M,7.96%,21010000.0
30.07.2025,13.56,13.495,13.565,13.29,8.23M,0.44%,8230000.0
29.07.2025,13.5,13.21,13.5,13.2,8.20M,2.43%,8199999.999999999
28.07.2025,13.18,13.26,13.375,13.11,8.13M,1.15%,8130000.000000001
25.07.2025,13.03,13.0,13.07,12.895,5.72M,0.27%,5720000.0
24.07.2025,12.995,13.0,13.09,12.93,9.79M,1.13%,9790000.0
23.07.2025,12.85,12.795,12.915,12.7,10.89M,1.78%,10890000.0
22.07.2025,12.625,12.63,12.74,12.515,4.82M,-0.32%,4820000.0
21.07.2025,12.665,12.7,12.74,12.55,5.87M,-0.74%,5870000.0
18.07.2025,12.76,12.85,12.86,12.72,5.76M,-0.08%,5760000.0
17.07.2025,12.77,12.8,12.88,12.695,6.02M,0.59%,6020000.0
16.07.2025,12.695,12.7,12.845,12.655,5.90M,-0.39%,5900000.0
15.07.2025,12.745,13.045,13.055,12.71,5.78M,-1.96%,5780000.0
14.07.2025,13.0,12.8,13.03,12.78,4.39M,0.50%,4390000.0
11.07.2025,12.935,13.24,13.285,12.915,6.94M,-3.11%,6940000.0
10.07.2025,13.35,13.6,13.615,13.35,6.75M,-1.84%,6750000.0
09.07.2025,13.6,13.45,13.67,13.425,10.19M,1.76%,10190000.0
08.07.2025,13.365,13.255,13.48,13.23,9.13M,1.63%,9130000.0
07.07.2025,13.15,12.875,13.15,12.86,5.78M,1.82%,5780000.0
04.07.2025,12.915,13.165,13.25,12.85,5.81M,-2.57%,5810000.0
03.07.2025,13.255,13.06,13.285,13.03,4.91M,1.69%,4910000.0
02.07.2025,13.035,12.975,13.115,12.89,5.93M,1.44%,5930000.0
01.07.2025,12.85,13.03,13.06,12.785,5.51M,-1.57%,5510000.0
30.06.2025,13.055,13.08,13.1,12.7,6.84M,0.35%,6840000.0
27.06.2025,13.01,12.85,13.01,12.74,5.67M,1.96%,5670000.0
26.06.2025,12.76,12.8,12.89,12.72,5.28M,0.39%,5280000.0
25.06.2025,12.71,13.175,13.175,12.685,8.50M,-3.09%,8500000.0
24.06.2025,13.115,13.14,13.24,12.99,7.71M,2.54%,7710000.0
23.06.2025,12.79,12.86,12.92,12.645,4.47M,-0.93%,4470000.0
20.06.2025,12.91,12.835,13.085,12.835,16.18M,0.55%,16180000.0
19.06.2025,12.84,12.99,13.07,12.84,5.42M,-1.80%,5420000.0
18.06.2025,13.075,13.01,13.115,12.9,5.03M,0.19%,5030000.0
17.06.2025,13.05,13.145,13.175,12.87,8.01M,-1.21%,8010000.0
16.06.2025,13.21,13.035,13.29,13.0,10.26M,1.97%,10260000.0
13.06.2025,12.955,12.995,13.05,12.85,7.83M,-1.97%,7830000.0
12.06.2025,13.215,13.12,13.265,13.0,5.68M,-0.30%,5680000.0
11.06.2025,13.255,13.22,13.315,13.095,8.90M,0.53%,8900000.0
10.06.2025,13.185,13.23,13.265,13.135,7.46M,-0.49%,7460000.0
09.06.2025,13.25,13.2,13.31,13.165,7.02M,0.08%,7020000.0
06.06.2025,13.24,13.18,13.35,13.16,4.69M,0.30%,4690000.0
05.06.2025,13.2,13.015,13.2,12.96,10.59M,0.61%,10590000.0
04.06.2025,13.12,13.24,13.275,12.975,6.50M,-0.34%,6500000.0
03.06.2025,13.165,13.24,13.27,12.9,8.42M,-0.42%,8420000.0
02.06.2025,13.22,13.15,13.335,13.085,4.69M,0.08%,4690000.0
30.05.2025,13.21,13.25,13.375,13.2,13.85M,-0.30%,13850000.0
29.05.2025,13.25,13.455,13.465,13.215,4.69M,0.08%,4690000.0
28.05.2025,13.24,13.525,13.64,13.24,9.32M,-2.25%,9320000.0
27.05.2025,13.545,13.365,13.585,13.365,6.77M,0.82%,6770000.0
26.05.2025,13.435,13.585,13.61,13.415,5.20M,1.28%,5200000.0
23.05.2025,13.265,13.625,13.785,12.915,11.95M,-3.03%,11950000.0
22.05.2025,13.68,13.615,13.73,13.365,6.38M,-0.11%,6380000.0
21.05.2025,13.695,13.665,13.9,13.645,7.10M,-0.54%,7100000.0
20.05.2025,13.77,13.5,13.805,13.5,7.50M,2.27%,7500000.0
19.05.2025,13.465,13.42,13.55,13.35,5.88M,0.49%,5880000.0
16.05.2025,13.4,13.34,13.42,13.305,7.46M,0.41%,7460000.0
15.05.2025,13.345,13.3,13.375,13.28,6.09M,-0.45%,6090000.0
14.05.2025,13.405,13.25,13.405,13.145,9.67M,1.32%,9670000.0
13.05.2025,13.23,13.0,13.245,12.945,8.56M,1.42%,8560000.0
12.05.2025,13.045,12.92,13.09,12.885,9.60M,1.79%,9600000.0
09.05.2025,12.815,12.84,12.86,12.69,11.49K,0.08%,11490.0
08.05.2025,12.805,12.6,12.805,12.57,8.58M,2.03%,8580000.0
07.05.2025,12.55,12.475,12.565,12.39,10.71K,0.28%,10710.0
06.05.2025,12.515,12.44,12.53,12.175,39.88K,0.60%,39880.0
05.05.2025,12.44,12.21,12.44,12.195,14.77K,1.80%,14770.0
02.05.2025,12.22,12.3,12.335,12.04,0.48K,1.33%,480.0
30.04.2025,12.06,12.43,12.48,11.775,38.56K,-2.27%,38560.0
29.04.2025,12.34,12.74,12.79,12.17,11.77M,-2.02%,11770000.0
28.04.2025,12.595,12.5,12.7,12.5,63.10K,1.12%,63100.0
25.04.2025,12.455,12.37,12.5,12.295,20.47K,1.67%,20470.0
24.04.2025,12.25,12.275,12.335,12.155,6.12M,-0.85%,6120000.0
23.04.2025,12.355,12.085,12.405,12.055,9.68M,3.69%,9680000.0
22.04.2025,11.915,11.765,11.955,11.725,1.46K,0.42%,1460.0
17.04.2025,11.865,12.0,12.025,11.735,10.44M,-0.71%,10440000.0
16.04.2025,11.95,11.795,11.95,11.61,11.09M,0.34%,11090000.0
15.04.2025,11.91,11.7,11.94,11.605,7.98M,2.19%,7980000.0
14.04.2025,11.655,11.615,11.68,11.46,18.05K,3.32%,18050.0
11.04.2025,11.28,11.42,11.56,11.02,10.33K,-0.88%,10330.0
10.04.2025,11.38,11.825,12.53,11.38,7.95K,6.36%,7950.0
09.04.2025,10.7,10.45,10.825,10.385,14.65M,-1.11%,14650000.0
08.04.2025,10.82,10.735,11.04,10.345,27.20K,0.09%,27200.0
07.04.2025,10.81,10.685,11.355,10.11,106.22K,-4.84%,106220.0
04.04.2025,11.36,12.315,12.32,11.035,27.83M,-9.37%,27830000.0
03.04.2025,12.535,12.4,12.805,12.285,20.00K,-1.53%,20000.0
02.04.2025,12.73,12.67,12.77,12.565,7.13M,-0.20%,7130000.0
01.04.2025,12.755,12.615,12.85,12.565,178.30K,1.67%,178300.0
31.03.2025,12.545,12.6,12.64,12.335,10.94M,-1.41%,10940000.0
28.03.2025,12.725,12.92,13.045,12.7,7.64K,-3.23%,7640.0
27.03.2025,13.15,13.06,13.26,12.9,6.62M,-1.31%,6620000.0
26.03.2025,13.325,13.445,13.54,13.24,5.86M,-0.86%,5860000.0
25.03.2025,13.44,13.18,13.445,13.13,7.74M,2.32%,7740000.0
24.03.2025,13.135,13.255,13.345,13.07,6.66M,0.46%,6660000.0
21.03.2025,13.075,12.97,13.17,12.855,0.66K,-0.04%,660.0
20.03.2025,13.08,13.44,13.505,12.965,71.60K,-2.71%,71600.0
19.03.2025,13.445,13.26,13.47,13.17,10.19M,-1.03%,10190000.0
18.03.2025,13.585,13.31,13.59,13.27,54.07K,2.34%,54070.0
17.03.2025,13.275,13.14,13.38,13.065,6.57K,0.72%,6570.0
14.03.2025,13.18,12.74,13.23,12.695,8.49M,3.21%,8490000.0
13.03.2025,12.77,12.74,12.925,12.655,7.15M,-0.82%,7150000.0
12.03.2025,12.875,12.645,12.985,12.62,7.58M,2.71%,7580000.0
11.03.2025,12.535,12.76,12.89,12.45,10.68M,-1.76%,10680000.0
10.03.2025,12.76,13.11,13.19,12.715,16.94K,-3.04%,16940.0
07.03.2025,13.16,12.965,13.195,12.88,12.60M,0.23%,12600000.0
06.03.2025,13.13,12.995,13.205,12.835,6.96K,2.26%,6960.0
05.03.2025,12.84,12.6,12.93,12.6,1.55K,4.82%,1550.0
04.03.2025,12.25,12.7,12.76,12.115,45.21K,-5.26%,45210.0
03.03.2025,12.93,12.775,13.095,12.66,1.41K,0.82%,1410.0
28.02.2025,12.825,12.745,12.825,12.615,2.63K,-0.50%,2630.0
27.02.2025,12.89,12.9,12.995,12.72,8.78M,-0.35%,8780000.0
26.02.2025,12.935,12.605,12.935,12.585,2.48K,2.86%,2480.0
25.02.2025,12.575,12.31,12.765,12.305,42.67K,1.37%,42670.0
24.02.2025,12.405,12.29,12.425,12.24,6.38M,0.94%,6380000.0
21.02.2025,12.29,12.145,12.305,12.1,0.43K,0.99%,430.0
20.02.2025,12.17,12.09,12.31,12.07,23.75K,0.37%,23750.0
19.02.2025,12.125,12.405,12.49,12.105,13.05K,-2.61%,13050.0
18.02.2025,12.45,12.24,12.465,12.205,44.45K,2.09%,44450.0
17.02.2025,12.195,12.03,12.21,12.025,3.66K,1.20%,3660.0
14.02.2025,12.05,11.91,12.11,11.88,8.61M,0.79%,8610000.0
13.02.2025,11.955,11.99,12.0,11.855,1.62K,-0.04%,1620.0
12.02.2025,11.96,11.8,11.99,11.765,9.36M,2.18%,9360000.0
11.02.2025,11.705,11.5,11.705,11.45,6.10M,1.74%,6100000.0
10.02.2025,11.505,11.615,11.635,11.455,7.08M,-1.24%,7080000.0
07.02.2025,11.65,11.615,11.685,11.52,47.03K,0.13%,47030.0
06.02.2025,11.635,11.14,11.68,11.08,1.51K,5.49%,1510.0
05.02.2025,11.03,11.0,11.13,10.975,2.37K,0.27%,2370.0
04.02.2025,11.0,10.885,11.015,10.765,9.37M,2.37%,9370000.0
03.02.2025,10.745,10.56,10.85,10.48,1.44K,-2.76%,1440.0
31.01.2025,11.05,11.23,11.305,11.025,7.14K,-1.47%,7140.0
30.01.2025,11.215,11.275,11.435,11.07,10.80M,1.36%,10800000.0
29.01.2025,11.065,10.96,11.09,10.945,9.12M,1.14%,9120000.0
28.01.2025,10.94,10.765,10.985,10.72,11.07K,1.44%,11070.0
27.01.2025,10.785,10.575,10.845,10.56,10.14M,0.61%,10140000.0
24.01.2025,10.72,10.7,10.76,10.625,7.14M,0.80%,7140000.0
23.01.2025,10.635,10.415,10.67,10.395,8.36M,2.70%,8359999.999999999
22.01.2025,10.355,10.5,10.5,10.27,7.09M,-0.81%,7090000.0
21.01.2025,10.44,10.305,10.44,10.2,9.82M,0.14%,9820000.0
20.01.2025,10.425,10.39,10.5,10.315,7.86M,0.87%,7860000.0
17.01.2025,10.335,10.42,10.455,10.285,10.63M,0.05%,10630000.0
16.01.2025,10.33,10.5,10.55,10.285,8.49M,-0.77%,8490000.0
15.01.2025,10.41,10.365,10.49,10.265,64.48K,0.63%,64480.00000000001
14.01.2025,10.345,10.3,10.525,10.285,9.52M,0.98%,9520000.0
13.01.2025,10.245,9.99,10.245,9.98,33.20K,3.11%,33200.0
10.01.2025,9.936,9.994,10.07,9.88,33.66K,-0.58%,33660.0
09.01.2025,9.994,9.8,9.994,9.754,1.19K,0.93%,1190.0
08.01.2025,9.902,9.882,10.075,9.782,10.06M,0.28%,10060000.0
07.01.2025,9.874,9.744,9.926,9.606,12.69M,1.33%,12690000.0
06.01.2025,9.744,9.378,9.75,9.342,10.52M,4.57%,10520000.0
03.01.2025,9.318,9.298,9.348,9.236,5.63M,0.22%,5630000.0
02.01.2025,9.298,9.43,9.452,8.966,9.43M,-1.63%,9430000.0
31.12.2024,9.452,9.368,9.452,9.368,2.04M,0.88%,2040000.0
30.12.2024,9.37,9.246,9.44,9.246,4.31M,-0.17%,4310000.0
27.12.2024,9.386,9.24,9.396,9.24,4.33M,1.30%,4330000.0
24.12.2024,9.266,9.29,9.32,9.252,1.46M,-0.37%,1460000.0
23.12.2024,9.3,9.328,9.366,9.206,3.73M,-0.02%,3730000.0
20.12.2024,9.302,9.286,9.318,9.132,35.47K,-0.77%,35470.0
19.12.2024,9.374,9.4,9.476,9.32,20.00K,-1.95%,20000.0
