Fecha,BONOM10,UDIBONOS10,Diferencia
2018-01-02 00:00:00,7.55,4.0,3.55
2018-01-03 00:00:00,7.5,4.0,3.5
2018-01-04 00:00:00,7.44,4.0,3.4400000000000004
2018-01-05 00:00:00,7.45,4.0,3.45
2018-01-08 00:00:00,7.43,4.0,3.4299999999999997
2018-01-09 00:00:00,7.48,4.0,3.4800000000000004
2018-01-10 00:00:00,7.58,4.0,3.58
2018-01-11 00:00:00,7.58,4.0,3.58
2018-01-12 00:00:00,7.56,4.0,3.5599999999999996
2018-01-15 00:00:00,7.53,4.0,3.5300000000000002
2018-01-16 00:00:00,7.548,4.0,3.548
2018-01-17 00:00:00,7.556,4.0,3.556
2018-01-18 00:00:00,7.55,4.0,3.55
2018-01-19 00:00:00,7.56,4.0,3.5599999999999996
2018-01-22 00:00:00,7.567,4.0,3.567
2018-01-23 00:00:00,7.49,4.0,3.49
2018-01-24 00:00:00,7.48,4.0,3.4800000000000004
2018-01-25 00:00:00,7.5,4.0,3.5
2018-01-26 00:00:00,7.521,4.0,3.521
2018-01-29 00:00:00,7.5,4.0,3.5
2018-01-30 00:00:00,7.64,4.0,3.6399999999999997
2018-01-31 00:00:00,7.59,4.0,3.59
2018-02-01 00:00:00,7.55,4.0,3.55
2018-02-02 00:00:00,7.57,4.0,3.5700000000000003
2018-02-06 00:00:00,7.6,4.0,3.5999999999999996
2018-02-07 00:00:00,7.57,4.0,3.5700000000000003
2018-02-08 00:00:00,7.64,4.0,3.6399999999999997
2018-02-09 00:00:00,7.68,4.0,3.6799999999999997
2018-02-12 00:00:00,7.74,4.0,3.74
2018-02-13 00:00:00,7.75,4.0,3.75
2018-02-14 00:00:00,7.79,4.0,3.79
2018-02-15 00:00:00,7.71,4.0,3.71
2018-02-16 00:00:00,7.67,4.0,3.67
2018-02-19 00:00:00,7.69,4.0,3.6900000000000004
2018-02-20 00:00:00,7.72,4.0,3.7199999999999998
2018-02-21 00:00:00,7.69,4.0,3.6900000000000004
2018-02-22 00:00:00,7.61,4.0,3.6100000000000003
2018-02-23 00:00:00,7.61,4.0,3.6100000000000003
2018-02-26 00:00:00,7.63,4.0,3.63
2018-02-27 00:00:00,7.64,4.0,3.6399999999999997
2018-02-28 00:00:00,7.62,4.0,3.62
2018-03-01 00:00:00,7.59,4.0,3.59
2018-03-02 00:00:00,7.58,4.0,3.58
2018-03-05 00:00:00,7.61,4.0,3.6100000000000003
2018-03-06 00:00:00,7.56,4.0,3.5599999999999996
2018-03-07 00:00:00,7.55,4.0,3.55
